f_of_S,Queries,Time,k,n,nproc,trial
9247.810952000002,57832,2.705089807510376,1000.0,10000,16,1
9246.413741,56236,2.1814799308776855,1000.0,10000,16,2
9247.810952000002,57832,26.03837513923645,1000.0,10000,1,1
9246.413741,56236,21.787363052368164,1000.0,10000,1,2
9247.810952000002,57832,13.883381843566895,1000.0,10000,2,1
9246.413741,56236,11.805325031280518,1000.0,10000,2,2
9247.810952000002,57832,2.0501229763031006,1000.0,10000,32,1
9246.413741,56236,1.6371879577636719,1000.0,10000,32,2
9247.810952000002,57832,7.9736809730529785,1000.0,10000,4,1
9246.413741,56236,6.921436071395874,1000.0,10000,4,2
9247.810952000002,57832,2.5372140407562256,1000.0,10000,64,1
9246.413741,56236,2.1110172271728516,1000.0,10000,64,2
9247.810952000002,57832,4.733564138412476,1000.0,10000,8,1
9246.413741,56236,4.009933233261108,1000.0,10000,8,2
