f_of_S,Queries,Time,k,n,nproc,trial
9219.112256,24682,4.323889,10,10000,75,1
9251.995371,28553,11.204642,20,10000,75,1
9284.467866,32259,27.123747,40,10000,75,1
9312.981194,36068,60.876794,80,10000,75,1
9339.790719,38977,109.704462,160,10000,75,1
9374.096348,41679,198.914063,320,10000,75,1
9425.507795000001,44038,361.25178,640,10000,75,1
9472.827286,45870,559.799003,1000,10000,75,1
