f_of_S,Queries,Time,k,n,nproc,trial
15942.0,100259,5.662213,100,100000,75,1
27820.0,101997,18.515006,200,100000,75,1
43842.0,107472,73.009182,400,100000,75,1
73818.0,112988,169.677523,800,100000,75,1
99868.0,212334,3562.925896,1600,100000,75,1
100000.0,214177,3621.736568,3200,100000,75,1
100000.0,217377,3741.277161,6400,100000,75,1
100000.0,220977,3903.159692,10000,100000,75,1
