f_of_S,Queries,Time,k,n,nproc,trial
468882.2582292904,97500,7.958184003829956,1000.0,42055,16,1
468404.9115390392,97100,6.446993112564087,1000.0,42055,16,2
468882.2582292904,97500,68.42648911476135,1000.0,42055,1,1
468404.9115390392,97100,68.25027203559875,1000.0,42055,1,2
468882.2582292904,97500,35.89012312889099,1000.0,42055,2,1
468404.9115390392,97100,35.86296892166138,1000.0,42055,2,2
468882.2582292904,97500,5.074537038803101,1000.0,42055,32,1
468404.9115390392,97100,5.066756010055542,1000.0,42055,32,2
468882.2582292904,97500,18.240869998931885,1000.0,42055,4,1
468404.9115390392,97100,18.305171966552734,1000.0,42055,4,2
468882.2582292904,97500,7.942723035812378,1000.0,42055,64,1
468404.9115390392,97100,7.873160123825073,1000.0,42055,64,2
468882.2582292904,97500,10.353205919265747,1000.0,42055,8,1
468404.9115390392,97100,10.328509092330933,1000.0,42055,8,2
