f_of_S,Queries,Time,k,n,nproc,trial
44288943.24826273,1890,0.018318,2,1885,75,1
70439694.92185526,1893,0.019206,4,1885,75,1
118093826.39417219,1899,0.023534,8,1885,75,1
201468540.95644563,1920,0.061681,16,1885,75,1
352641120.5874811,1948,0.082118,32,1885,75,1
634739235.1127769,2024,0.726777,64,1885,75,1
1148585609.8527946,2172,3.649456,128,1885,75,1
1594890839.8054707,2324,7.11011,188,1885,75,1
