f_of_S,Queries,Time,k,n,nproc,trial
105.20855047859807,26796,0.680574893951416,26,26588,75,1
105.22553947325865,26785,0.678347110748291,26,26588,75,2
105.44485078409863,26795,0.6774859428405762,26,26588,75,3
105.30539609076793,26796,0.6791079044342041,26,26588,75,4
105.4796766117376,26785,0.678778886795044,26,26588,75,5
176.4036937045935,27012,0.6946530342102051,52,26588,75,1
176.37549177347915,27022,0.7170431613922119,52,26588,75,2
176.59429147267474,27022,0.7137808799743652,52,26588,75,3
176.34348917386362,27015,0.7091829776763916,52,26588,75,4
176.2143101616279,27020,0.7179219722747803,52,26588,75,5
286.32134461919,27336,0.7240030765533447,104,26588,75,1
286.1984453697808,27338,0.7289519309997559,104,26588,75,2
286.3217491760227,27597,0.7555320262908936,104,26588,75,3
286.4024793960388,27337,0.7122931480407715,104,26588,75,4
286.2861739872622,27598,0.7538070678710938,104,26588,75,5
465.4862282339647,28669,0.8356809616088867,208,26588,75,1
465.5846436016507,28643,0.8279309272766113,208,26588,75,2
465.7264888155477,28654,0.8454501628875732,208,26588,75,3
465.5007502617872,28636,0.8278820514678955,208,26588,75,4
465.17300300139163,28669,0.8271758556365967,208,26588,75,5
761.4562802300901,30893,1.0091919898986816,416,26588,75,1
762.0598824400665,30767,1.0042359828948975,416,26588,75,2
762.1409997488631,30847,1.0121769905090332,416,26588,75,3
762.4557339305105,30794,0.99326491355896,416,26588,75,4
762.1915377345321,30699,0.9676368236541748,416,26588,75,5
1373.0228777816735,39912,1.867643117904663,932,26588,75,1
1373.7032631722573,38721,1.7182679176330566,932,26588,75,2
1374.916734526771,38690,1.7036359310150146,932,26588,75,3
1375.4455739848527,39651,1.834256887435913,932,26588,75,4
1375.300754250032,38731,1.6946098804473877,932,26588,75,5
2354.303235418103,47881,2.601300001144409,1864,26588,75,1
2356.0334830937663,47832,2.5917139053344727,1864,26588,75,2
2359.807201111662,47860,2.582843065261841,1864,26588,75,3
2354.346568646782,48183,2.5820729732513428,1864,26588,75,4
2359.262085387381,47747,2.5588841438293457,1864,26588,75,5
3166.3158467759763,91058,8.973114967346191,2658,26588,75,1
3166.5224987285796,91456,9.068586111068726,2658,26588,75,2
3169.4087650297265,90735,8.918025016784668,2658,26588,75,3
3167.723466602251,113328,12.53939700126648,2658,26588,75,4
3163.450145684908,91018,8.98690390586853,2658,26588,75,5
