f_of_S,Queries,Time,k,n,nproc,trial
9225.845635,149061,69.72469902038574,1000.0,10000,16,1
9228.010033999999,145645,74.2560760974884,1000.0,10000,16,2
9225.845635,149061,461.5319809913635,1000.0,10000,1,1
9228.010033999999,145645,501.9981861114502,1000.0,10000,1,2
9225.845635,149061,358.3089280128479,1000.0,10000,2,1
9228.010033999999,145645,385.7111508846283,1000.0,10000,2,2
9225.845635,149061,51.7302041053772,1000.0,10000,32,1
9228.010033999999,145645,54.928547859191895,1000.0,10000,32,2
9225.845635,149061,219.9993269443512,1000.0,10000,4,1
9228.010033999999,145645,234.94949197769165,1000.0,10000,4,2
9225.845635,149061,53.28728890419006,1000.0,10000,64,1
9228.010033999999,145645,56.4335150718689,1000.0,10000,64,2
9225.845635,149061,123.80539393424988,1000.0,10000,8,1
9228.010033999999,145645,131.9283049106598,1000.0,10000,8,2
