f_of_S,Queries,Time,k,n,nproc,trial
26617,100531,7.390998,100,100000,75,1
35790,101247,13.691907,200,100000,75,1
46552,103360,40.378003,400,100000,75,1
58731,109007,151.23135,800,100000,75,1
72012,127587,691.954779,1600,100000,75,1
85161,191620,3260.716116,3200,100000,75,1
96337,250964,6327.835079,6400,100000,75,1
100000,316623,10763.340276,10000,100000,75,1
